"id";"goods_sn";"name";"category_id";"brand_id";"gallery";"keywords";"brief";"is_on_sale";"sort_order";"pic_url";"share_url";"is_new";"is_hot";"unit";"counter_price";"retail_price";"detail";"add_time";"update_time";"deleted"
1045000;"1045000";"绿茶蛋黄酥 200克/4枚入";1005012;0;"[""https://i.ibb.co/hMmrtXR/1.jpg"",""https://i.ibb.co/sQYFY76/2.jpg"",""https://i.ibb.co/HqMr5qM/3.jpg"",""https://i.ibb.co/nr5T7Fd/4.jpg"",""https://i.ibb.co/C1LLsHT/5.jpg""]";"";"香甜茶食，果腹优选";1;7;"https://i.ibb.co/C1LLsHT/5.jpg";"";0;0;"件";0.01;0.01;"";"2018-02-01 00:00:00";"2019-11-28 07:34:33";0
1070000;"1070000";"星云酥 180克/3颗";1008015;0;"[""https://i.ibb.co/hMmrtXR/1.jpg"",""https://i.ibb.co/sQYFY76/2.jpg"",""https://i.ibb.co/HqMr5qM/3.jpg"",""https://i.ibb.co/nr5T7Fd/4.jpg"",""https://i.ibb.co/C1LLsHT/5.jpg""]";"";"酥饼界的小仙女";1;8;"https://i.ibb.co/C1LLsHT/5.jpg";"";0;0;"件";46.0;26.0;"";"2018-02-01 00:00:00";"2018-02-01 00:00:00";0
1111007;"1111007";"妙曲奇遇记曲奇礼盒 520克";1008015;0;"[""https://i.ibb.co/hMmrtXR/1.jpg"",""https://i.ibb.co/sQYFY76/2.jpg"",""https://i.ibb.co/HqMr5qM/3.jpg"",""https://i.ibb.co/nr5T7Fd/4.jpg"",""https://i.ibb.co/C1LLsHT/5.jpg""]";"";"六种口味，酥香脆爽";1;4;"https://i.ibb.co/C1LLsHT/5.jpg";"";0;0;"件";98.0;78.0;"";"2018-02-01 00:00:00";"2018-02-01 00:00:00";0
1116011;"1116011";"蔓越莓曲奇 200克";1008015;0;"[""https://i.ibb.co/hMmrtXR/1.jpg"",""https://i.ibb.co/sQYFY76/2.jpg"",""https://i.ibb.co/HqMr5qM/3.jpg"",""https://i.ibb.co/nr5T7Fd/4.jpg"",""https://i.ibb.co/C1LLsHT/5.jpg""]";"";"酥脆奶香，甜酸回味";1;5;"https://i.ibb.co/C1LLsHT/5.jpg";"";1;1;"件";56.0;36.0;"";"2018-02-01 00:00:00";"2018-02-01 00:00:00";0
1134036;"1134036";"凤梨酥 360克";1008015;0;"[""https://i.ibb.co/hMmrtXR/1.jpg"",""https://i.ibb.co/sQYFY76/2.jpg"",""https://i.ibb.co/HqMr5qM/3.jpg"",""https://i.ibb.co/nr5T7Fd/4.jpg"",""https://i.ibb.co/C1LLsHT/5.jpg""]";"";"特别添加10%凤梨果肉";1;9;"https://i.ibb.co/C1LLsHT/5.jpg";"";0;1;"件";58.0;38.0;"";"2018-02-01 00:00:00";"2018-02-01 00:00:00";0
1143018;"1143018";"粽情乡思端午粽礼盒 640克";1008015;0;"[""https://i.ibb.co/hMmrtXR/1.jpg"",""https://i.ibb.co/sQYFY76/2.jpg"",""https://i.ibb.co/HqMr5qM/3.jpg"",""https://i.ibb.co/nr5T7Fd/4.jpg"",""https://i.ibb.co/C1LLsHT/5.jpg""]";"";"五种口味，寄情端午";1;1;"https://i.ibb.co/C1LLsHT/5.jpg";"";0;0;"件";88.0;68.0;"";"2018-02-01 00:00:00";"2018-02-01 00:00:00";0
1143019;"1143019";"粽夏冰晶端午粽礼盒 480克";1008015;0;"[""https://i.ibb.co/hMmrtXR/1.jpg"",""https://i.ibb.co/sQYFY76/2.jpg"",""https://i.ibb.co/HqMr5qM/3.jpg"",""https://i.ibb.co/nr5T7Fd/4.jpg"",""https://i.ibb.co/C1LLsHT/5.jpg""]";"";"五味冰粽，清凉一夏";1;2;"https://i.ibb.co/C1LLsHT/5.jpg";"";0;0;"件";118.0;98.0;"";"2018-02-01 00:00:00";"2018-02-01 00:00:00";0
1143020;"1143020";"粽横四海端午粽礼盒 800克";1008015;0;"[""https://i.ibb.co/hMmrtXR/1.jpg"",""https://i.ibb.co/sQYFY76/2.jpg"",""https://i.ibb.co/HqMr5qM/3.jpg"",""https://i.ibb.co/nr5T7Fd/4.jpg"",""https://i.ibb.co/C1LLsHT/5.jpg""]";"";"八方风味，粽香礼赞";1;3;"https://i.ibb.co/C1LLsHT/5.jpg";"";0;0;"件";188.0;168.0;"";"2018-02-01 00:00:00";"2018-02-01 00:00:00";0
